id,user_response,latency,hero,for_hero,version,userIP,sessionID,item,iorder,itemn
2943,1,4.137,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.41,2502,I know a martial art.,17,0
2944,1,7.542,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.41,2502,I would be willing to sever my own limb if infected by a zombie.,18,0
2945,1,7.167,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.41,2502,I keep my mouth shut when hitting things.,19,0
2946,1,8.517,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.41,2502,"I play baseball, softball, or golf.",20,0
2947,-1,18.144,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,Do you believe in zombies?,1,0
2948,1,7.322,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,"When conflicts arise, I prefer to talk things out.",1,0
2949,2,1.936,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I know how to use a gun.,2,0
2950,2,4.374,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I would be willing to sever my own limb if infected by a zombie.,3,0
2951,2,1.557,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I am a good fighter.,4,0
2952,-2,3.181,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I find it difficult to walk up multiple flights of stairs.,5,0
2953,-1,21.403,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,"Upon entering a poorly lit building, I would separate from the group in order to speed up the search for resources.",2,0
2954,2,5.015,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,"If stuck in the arms of a zombie, I would be willing to headbutt its soft and mushy skulls to free myself.",6,0
2955,-2,4.43,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I often give up when attempting difficult tasks.,7,0
2956,-1,9.501,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I think slow.,3,0
2957,2,4.419,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I have attempted to seriously harm someone else before.,8,0
2958,-2,2.714,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I like math.,4,0
2959,2,1.446,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I know how to box.,9,0
2960,2,2.809,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I can recognize the signs of an infected wound.,10,0
2961,2,1.528,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I would enjoy killing a large animal.,11,0
2962,2,1.587,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,Do you believe in zombies?,12,0
2963,-2,7.519,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I am willing to shoot a close friend/slash relative if I suspect that they are infected,5,0
2964,-2,2.321,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I find myself speachless or immobile when things go wrong.,13,0
2965,-2,1.832,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I think slow.,14,0
2966,-1,5.414,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I find myself speachless or immobile when things go wrong.,6,0
2967,-2,3.138,"Daryl, The Walking Dead",0,0.1,128.240.229.3,2503,I stop taking antibiotics when I start feeling better.,15,0
2968,2,5.504,"Daryl, The Walking Dead",1,0.1,128.240.229.3,2503,I am willing to shoot a close friend/slash relative if I suspect that they are infected,16,0
2969,2,1.978,"Daryl, The Walking Dead",1,0.1,128.240.229.3,2503,I engage in physical fights.,17,0
2970,-2,1.183,"Daryl, The Walking Dead",1,0.1,128.240.229.3,2503,I am physically weak.,18,0
2971,1,10.374,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I would be willing to eat grub or insect larva for protene.,7,0
2972,2,1.28,"Daryl, The Walking Dead",1,0.1,128.240.229.3,2503,I know a martial art.,19,0
2973,-2,2.14,"Daryl, The Walking Dead",1,0.1,128.240.229.3,2503,When I run I become exhausted quickly.,20,0
2974,-1,7.005,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I am frequently or chronically ill.,8,0
2975,1,10.437,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I react quickly to unexpected threats.,9,0
2976,1,10.249,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I keep my mouth shut when hitting things.,10,0
2977,1,8.502,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,"When conflicts arise, I prefer to talk things out.",11,0
2978,-1,10.577,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I know how to make a tourniquet.,1,0
2979,-1,5.304,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I know how to box.,12,0
2980,-2,4.057,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I would enjoy killing a large animal.,13,0
2981,-1,3.323,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I am a vegetarian.,14,0
2982,-1,10.577,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,"Upon entering a poorly lit building, I would separate from the group in order to speed up the search for resources.",2,0
2983,-2,3.572,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,141.163.132.42,2504,I know a martial art.,15,0
2984,-1,5.85,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.42,2504,are you good at making things with your hands?,16,0
2985,-2,4.212,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.42,2504,The sight of blood makes me faint.,17,0
2986,1,15.787,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,"If stuck in the arms of a zombie, I would be willing to headbutt its soft and mushy skulls to free myself.",3,0
2987,-2,3.042,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.42,2504,I am a good shot.,18,0
2988,1,6.209,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I stockpile food.,4,0
2989,-2,8.69,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.42,2504,"Yes, brains sound yummy.",19,0
2990,-1,5.99,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,"When conflicts arise, I prefer to talk things out.",5,0
2991,-1,6.209,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,141.163.132.42,2504,I stockpile food.,20,0
2992,1,4.43,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I react quickly to unexpected threats.,6,0
2993,1,5.46,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I am a good fighter.,7,0
2994,-1,3.65,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I know how to box.,8,0
2995,-1,3.994,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I find it difficult to walk up multiple flights of stairs.,9,0
2996,1,4.134,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I keep my mouth shut when hitting things.,10,0
2997,-1,4.43,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I often give up when attempting difficult tasks.,11,0
2998,-1,3.416,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,"Yes, brains sound yummy.",12,0
2999,-1,3.807,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I know how to use a gun.,13,0
3000,1,2.2,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I could sleep in a tree if necessary.,14,0
3001,-1,2.356,Robert Neville (Will Smith) from I am Legend,0,0.1,141.163.132.47,2505,I am physically weak.,15,0
3002,2,6.885,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,When I run I become exhausted quickly.,1,0
3003,-1,5.975,Robert Neville (Will Smith) from I am Legend,1,0.1,141.163.132.47,2505,Are you able to forage and cook in the wilderness?,16,0
3004,2,4.94,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I can recognize the signs of an infected wound.,2,0
3005,2,1.937,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I know how to make a tourniquet.,3,0
3006,2,1.831,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I like math.,4,0
3007,-1,8.003,Robert Neville (Will Smith) from I am Legend,1,0.1,141.163.132.47,2505,I am willing to shoot a close friend/slash relative if I suspect that they are infected,17,0
3008,-1,2.902,Robert Neville (Will Smith) from I am Legend,1,0.1,141.163.132.47,2505,I stop taking antibiotics when I start feeling better.,18,0
3009,-1,6.257,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,"When conflicts arise, I prefer to talk things out.",5,0
3010,1,2.402,Robert Neville (Will Smith) from I am Legend,1,0.1,141.163.132.47,2505,I can recognize the signs of an infected wound.,19,0
3011,-1,3.775,Robert Neville (Will Smith) from I am Legend,1,0.1,141.163.132.47,2505,I find myself speachless or immobile when things go wrong.,20,0
3012,2,6.706,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I keep my mouth shut when hitting things.,6,0
3013,-2,3.295,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I am frequently or chronically ill.,7,0
3014,1,11.574,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I stop taking antibiotics when I start feeling better.,1,0
3015,1,3.04,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I react quickly to unexpected threats.,8,0
3016,2,2.038,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I know how to change a bandage.,9,0
3017,-2,4.827,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I stop taking antibiotics when I start feeling better.,10,0
3018,-1,7.755,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I would enjoy killing a large animal.,2,0
3019,-2,3.069,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I think slow.,11,0
3020,-1,5.434,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I know how to make a tourniquet.,3,0
3021,1,3.105,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I am physically weak.,12,0
3022,1,5.68,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I would be willing to eat grub or insect larva for protene.,13,0
3023,1,8.78,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I keep my mouth shut when hitting things.,4,0
3024,-1,3.374,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I find it difficult to walk up multiple flights of stairs.,14,0
3025,-2,3.031,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,128.240.229.68,2507,I am a vegetarian.,15,0
3026,1,7.73,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I am willing to shoot a close friend/slash relative if I suspect that they are infected,5,0
3027,1,4.128,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,"When conflicts arise, I prefer to talk things out.",6,0
3028,1,9.485,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,128.240.229.68,2507,"I play baseball, softball, or golf.",16,0
3029,-1,3.772,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I am frequently or chronically ill.,7,0
3030,2,1.865,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,128.240.229.68,2507,I know how to box.,17,0
3031,-1,3.806,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,are you good at making things with your hands?,8,0
3032,2,2.87,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,128.240.229.68,2507,I know a martial art.,18,0
3033,2,2.14,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,128.240.229.68,2507,I engage in physical fights.,19,0
3034,2,3.294,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,128.240.229.68,2507,Do you believe in zombies?,20,0
3035,-1,15.698,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,When placed in the wilderness I would be more concerned about food than water. ,9,0
3036,1,7.256,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I know how to box.,10,0
3037,1,6.753,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I think slow.,11,0
3038,-1,3.682,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,I react quickly to unexpected threats.,12,0
3039,-1,6.444,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,"Upon entering a poorly lit building, I would separate from the group in order to speed up the search for resources.",13,0
3040,-1,4.423,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,Are you able to forage and cook in the wilderness?,14,0
3041,-1,5.646,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.145.230.4,2506,"Yes, brains sound yummy.",15,0
3042,1,11.526,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.145.230.4,2506,Do you believe in zombies?,16,0
3043,-1,3.811,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.145.230.4,2506,I often give up when attempting difficult tasks.,17,0
3044,1,4.025,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.145.230.4,2506,"I play baseball, softball, or golf.",18,0
3045,1,15.245,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.145.230.4,2506,"If stuck in the arms of a zombie, I would be willing to headbutt its soft and mushy skulls to free myself.",19,0
3046,-1,6.109,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.145.230.4,2506,Sick people scare me.,20,0
3047,-2,10.828,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,"Upon entering a poorly lit building, I would separate from the group in order to speed up the search for resources.",1,0
3048,1,10.73,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,"I play baseball, softball, or golf.",2,0
3049,1,4.989,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I engage in physical fights.,3,0
3050,-1,3.287,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I am physically weak.,4,0
3051,-1,6.148,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I am a vegetarian.,5,0
3052,-2,3.143,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I think slow.,6,0
3053,2,2.952,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,Do you believe in zombies?,7,0
3054,1,3.123,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I know a martial art.,8,0
3055,1,2.942,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I could sleep in a tree if necessary.,9,0
3056,2,2.796,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I like math.,10,0
3057,-1,3.153,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I am frequently or chronically ill.,11,0
3058,1,2.831,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,Are you able to forage and cook in the wilderness?,12,0
3059,-2,2.351,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I like pink!,13,0
3060,-2,4.147,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,"Yes, brains sound yummy.",14,0
3061,1,1.694,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),0,0.1,189.25.37.108,2508,I am a good fighter.,15,0
3062,1,8.639,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,189.25.37.108,2508,I would be willing to sever my own limb if infected by a zombie.,16,0
3063,1,5.727,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,189.25.37.108,2508,I would be willing to eat grub or insect larva for protene.,17,0
3064,2,4.199,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,189.25.37.108,2508,I react quickly to unexpected threats.,18,0
3065,1,40.692,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,189.25.37.108,2508,The sight of blood makes me faint.,19,0
3066,-2,7.714,Ashley &#39;Ash&#39; J. Williams (Bruce Campbell) from the Evil Dead (1981),1,0.1,189.25.37.108,2508,I often give up when attempting difficult tasks.,20,0
3067,1,7.258,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I know how to box.,1,0
3068,2,1.942,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I like math.,2,0
3069,-2,2.091,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I think slow.,3,0
3070,-1,8.965,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,Sick people scare me.,4,0
3071,-2,3.157,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I am frequently or chronically ill.,5,0
3072,2,3.965,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I can recognize the signs of an infected wound.,6,0
3073,-1,4.253,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I have attempted to seriously harm someone else before.,7,0
3074,-1,10.518,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I have attempted to seriously harm someone else before.,1,0
3075,1,6.539,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,are you good at making things with your hands?,8,0
3076,-1,8.238,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I would be willing to sever my own limb if infected by a zombie.,2,0
3077,2,2.54,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I could sleep in a tree if necessary.,9,0
3078,-1,2.177,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I know a martial art.,10,0
3079,-2,3.266,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,"Yes, brains sound yummy.",3,0
3080,-2,3.683,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,The sight of blood makes me faint.,4,0
3081,-1,7.632,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I stop taking antibiotics when I start feeling better.,11,0
3082,-2,12.061,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I find it difficult to walk up multiple flights of stairs.,5,0
3083,-2,5.115,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I stop taking antibiotics when I start feeling better.,6,0
3084,1,5.235,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I know how to change a bandage.,7,0
3085,-1,4.177,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I know how to box.,8,0
3086,-1,27.774,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,"Upon entering a poorly lit building, I would separate from the group in order to speed up the search for resources.",12,0
3087,-2,4.338,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,Do you believe in zombies?,9,0
3088,1,5.616,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I would be willing to harvest a pet for food.,1,0
3089,-2,2.46,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I like pink!,13,0
3090,1,3.321,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I know how to change a bandage.,2,0
3091,-1,3.844,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I like math.,10,0
3092,1,2.897,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I am physically weak.,11,0
3093,-1,5.973,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,When placed in the wilderness I would be more concerned about food than water. ,14,0
3094,1,5.989,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I keep my mouth shut when hitting things.,3,0
3095,1,2.485,Robert Neville (Will Smith) from I am Legend,0,0.1,93.221.80.102,2510,I am a good shot.,15,0
3096,1,4.792,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I am willing to shoot a close friend/slash relative if I suspect that they are infected,4,0
3097,1,5.034,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I stop taking antibiotics when I start feeling better.,5,0
3098,2,14.469,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,"If stuck in the arms of a zombie, I would be willing to headbutt its soft and mushy skulls to free myself.",12,0
3099,-1,2.415,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I know how to use a gun.,6,0
3100,-2,2.245,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I know a martial art.,7,0
3101,-1,15.834,Robert Neville (Will Smith) from I am Legend,1,0.1,93.221.80.102,2510,When I run I become exhausted quickly.,16,0
3102,1,4.841,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I am tougher than Santa Claus,13,0
3103,-1,10.924,Jill Valentine from Resident Evil,0,0.1,82.234.248.134,2514,I stockpile food.,1,0
3104,-1,3.606,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,"Yes, brains sound yummy.",8,0
3105,-2,3.429,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,"I play baseball, softball, or golf.",14,0
3106,-1,3.791,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I engage in physical fights.,9,0
3107,2,7.659,Robert Neville (Will Smith) from I am Legend,1,0.1,93.221.80.102,2510,"If stuck in the arms of a zombie, I would be willing to headbutt its soft and mushy skulls to free myself.",17,0
3108,-2,7.31,Jill Valentine from Resident Evil,0,0.1,82.234.248.134,2514,The sight of blood makes me faint.,2,0
3109,-1,3.778,Jill Valentine from Resident Evil,0,0.1,193.40.12.10,2511,I would enjoy killing a large animal.,15,0
3110,2,2.704,Robert Neville (Will Smith) from I am Legend,1,0.1,93.221.80.102,2510,I would be willing to eat grub or insect larva for protene.,18,0
3111,-2,3.501,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I find myself speachless or immobile when things go wrong.,10,0
3112,2,2.953,Robert Neville (Will Smith) from I am Legend,1,0.1,93.221.80.102,2510,I am tougher than Santa Claus,19,0
3113,-2,3.649,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I am frequently or chronically ill.,11,0
3114,2,2.251,Robert Neville (Will Smith) from I am Legend,1,0.1,93.221.80.102,2510,I engage in physical fights.,20,0
3115,1,7.895,Jill Valentine from Resident Evil,1,0.1,193.40.12.10,2511,Are you able to forage and cook in the wilderness?,16,0
3116,-2,3.785,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,Are you able to forage and cook in the wilderness?,12,0
3117,2,12.264,Jill Valentine from Resident Evil,0,0.1,82.234.248.134,2514,I keep my mouth shut when hitting things.,3,0
3118,-1,4.869,Jill Valentine from Resident Evil,1,0.1,193.40.12.10,2511,I think slow.,17,0
3119,-1,4.147,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,"When conflicts arise, I prefer to talk things out.",13,0
3120,-1,4.704,Jill Valentine from Resident Evil,0,0.1,82.234.248.134,2514,are you good at making things with your hands?,4,0
3121,1,4.018,Jill Valentine from Resident Evil,1,0.1,193.40.12.10,2511,"When conflicts arise, I prefer to talk things out.",18,0
3122,-2,3.092,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I have attempted to seriously harm someone else before.,14,0
3123,-1,1.938,Rick Grimes (Andrew Lincoln) from the Walking Dead,0,0.1,193.138.105.29,2513,I am a good fighter.,15,0
3124,-2,3.423,Jill Valentine from Resident Evil,1,0.1,193.40.12.10,2511,I am frequently or chronically ill.,19,0
3125,1,5.618,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.138.105.29,2513,When placed in the wilderness I would be more concerned about food than water. ,16,0
3126,-1,4.042,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.138.105.29,2513,"Upon entering a poorly lit building, I would separate from the group in order to speed up the search for resources.",17,0
3127,1,15.581,Jill Valentine from Resident Evil,0,0.1,82.234.248.134,2514,I find it difficult to walk up multiple flights of stairs.,5,0
3128,-2,12.377,Jill Valentine from Resident Evil,0,0.1,195.220.100.11,2512,Do you believe in zombies?,1,0
3129,-2,2.431,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.138.105.29,2513,I like pink!,18,0
3130,-1,2.486,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.138.105.29,2513,I am physically weak.,19,0
3131,-1,5.461,Jill Valentine from Resident Evil,0,0.1,82.234.248.134,2514,I am a vegetarian.,6,0
3132,1,2.825,Rick Grimes (Andrew Lincoln) from the Walking Dead,1,0.1,193.138.105.29,2513,I would be willing to eat grub or insect larva for protene.,20,0
3133,2,19.077,Jill Valentine from Resident Evil,1,0.1,193.40.12.10,2511,I know how to make a tourniquet.,20,0
